episode,replayed_count,player,network,loss,timestamp
2,1,p1,turn,7.565447807312012,1787512183.6316564
2,1,p2,turn,8.933220863342285,1787512183.645061
3,2,p1,turn,7.074947834014893,1787512183.668291
3,2,p2,turn,8.970717430114746,1787512183.679644
4,3,p1,turn,8.419276237487793,1787512183.7066562
4,3,p2,turn,9.975981712341309,1787512183.7167892
5,4,p1,turn,7.7023749351501465,1787512183.7412908
5,4,p2,turn,9.972970962524414,1787512183.7519639
6,5,p1,turn,9.705910682678223,1787512183.7673602
6,5,p2,turn,10.588830947875977,1787512183.7790177
7,6,p1,turn,8.189651489257812,1787512183.7967985
7,6,p2,turn,9.393256187438965,1787512183.8072436
8,7,p1,turn,8.834526062011719,1787512183.8278675
8,7,p2,turn,9.627266883850098,1787512183.8385558
9,8,p1,turn,8.01260757446289,1787512183.858854
9,8,p2,turn,15.868820190429688,1787512183.8697097
10,9,p1,turn,10.515999794006348,1787512183.8898876
10,9,p2,turn,13.022815704345703,1787512183.901663
11,10,p1,turn,10.630115509033203,1787512183.922339
11,10,p2,turn,11.338353157043457,1787512183.9331925
12,11,p1,turn,9.922246932983398,1787512183.95039
12,11,p2,turn,9.227377891540527,1787512183.963686
13,12,p1,turn,7.966547966003418,1787512183.9886286
13,12,p2,turn,14.551933288574219,1787512184.001531
14,13,p1,turn,10.71129035949707,1787512184.0261571
14,13,p2,turn,11.896699905395508,1787512184.0404415
15,14,p1,turn,14.249735832214355,1787512184.064953
15,14,p2,turn,13.045791625976562,1787512184.079739
16,15,p1,turn,15.857633590698242,1787512184.105328
16,15,p2,turn,11.633424758911133,1787512184.122119
17,16,p1,turn,10.794171333312988,1787512184.1416013
17,16,p2,turn,11.12157154083252,1787512184.1561632
18,17,p1,turn,11.053121566772461,1787512184.1771991
18,17,p2,turn,13.439216613769531,1787512184.1910949
19,18,p1,turn,10.737662315368652,1787512184.2241173
19,18,p2,turn,10.694143295288086,1787512184.2376587
20,19,p1,turn,11.402668952941895,1787512184.2630816
20,19,p2,turn,15.691282272338867,1787512184.2773447
21,20,p1,turn,13.54880428314209,1787512184.30574
21,1,p1,selection,76.83294677734375,1787512184.3106658
21,2,p1,selection,75.93316650390625,1787512184.3145735
21,3,p1,selection,76.36592864990234,1787512184.3189855
21,20,p2,turn,9.043092727661133,1787512184.333591
21,1,p2,selection,87.95781707763672,1787512184.3387465
21,2,p2,selection,87.9427490234375,1787512184.34336
21,3,p2,selection,87.15545654296875,1787512184.34783
22,21,p1,turn,8.372968673706055,1787512184.3861942
22,4,p1,selection,75.88444519042969,1787512184.3922036
22,5,p1,selection,78.72863006591797,1787512184.3977065
22,6,p1,selection,79.3654556274414,1787512184.4038033
22,21,p2,turn,10.003012657165527,1787512184.421277
22,4,p2,selection,89.34548950195312,1787512184.4266193
22,5,p2,selection,90.02159881591797,1787512184.435408
22,6,p2,selection,90.25243377685547,1787512184.4425755
23,22,p1,turn,13.301563262939453,1787512184.4730706
23,7,p1,selection,80.3831787109375,1787512184.4797974
23,8,p1,selection,78.6589126586914,1787512184.4881926
23,9,p1,selection,79.82726287841797,1787512184.493869
23,22,p2,turn,13.650551795959473,1787512184.5120268
23,7,p2,selection,88.75674438476562,1787512184.5184805
23,8,p2,selection,86.94113159179688,1787512184.5253794
23,9,p2,selection,88.10790252685547,1787512184.5319798
24,23,p1,turn,17.641237258911133,1787512184.5687127
24,10,p1,selection,79.45694732666016,1787512184.574564
24,11,p1,selection,79.78195190429688,1787512184.580049
24,12,p1,selection,81.01129150390625,1787512184.5855937
24,23,p2,turn,14.395599365234375,1787512184.5995708
24,10,p2,selection,88.18225860595703,1787512184.6066809
24,11,p2,selection,88.048095703125,1787512184.6120336
24,12,p2,selection,87.26761627197266,1787512184.6172614
25,24,p1,turn,14.806510925292969,1787512184.6561432
25,13,p1,selection,77.5179672241211,1787512184.6618412
25,14,p1,selection,78.25109100341797,1787512184.6673222
25,15,p1,selection,77.72319030761719,1787512184.6736386
25,24,p2,turn,11.638641357421875,1787512184.6908882
25,13,p2,selection,89.96846771240234,1787512184.6970596
25,14,p2,selection,90.67252349853516,1787512184.705066
25,15,p2,selection,90.03692626953125,1787512184.7110765
26,25,p1,turn,10.978598594665527,1787512184.7398965
26,16,p1,selection,80.89370727539062,1787512184.7456353
26,17,p1,selection,80.17269134521484,1787512184.7509322
26,18,p1,selection,79.13430786132812,1787512184.7582445
26,25,p2,turn,13.387222290039062,1787512184.7755718
26,16,p2,selection,89.11763000488281,1787512184.7814438
26,17,p2,selection,86.24787902832031,1787512184.7894504
26,18,p2,selection,88.12305450439453,1787512184.7950616
27,26,p1,turn,12.769862174987793,1787512184.8236756
27,19,p1,selection,79.52278900146484,1787512184.8289385
27,20,p1,selection,80.67536926269531,1787512184.833825
27,21,p1,selection,80.52420043945312,1787512184.8415077
27,26,p2,turn,16.423952102661133,1787512184.8610384
27,19,p2,selection,87.11674499511719,1787512184.8665493
27,20,p2,selection,87.45387268066406,1787512184.8722482
27,21,p2,selection,87.36549377441406,1787512184.8777146
28,27,p1,turn,19.643203735351562,1787512184.9056547
28,22,p1,selection,80.09185028076172,1787512184.9110236
28,23,p1,selection,81.394775390625,1787512184.9167147
28,24,p1,selection,80.66773223876953,1787512184.9241242
28,27,p2,turn,10.399383544921875,1787512184.9408886
28,22,p2,selection,87.7513427734375,1787512184.9467764
28,23,p2,selection,88.65971374511719,1787512184.9542491
28,24,p2,selection,90.73431396484375,1787512184.9611845
29,28,p1,turn,13.162201881408691,1787512184.9890792
29,25,p1,selection,81.52132415771484,1787512184.993481
29,26,p1,selection,76.33726501464844,1787512184.9977543
29,27,p1,selection,79.64376068115234,1787512185.0028121
29,28,p2,turn,13.827094078063965,1787512185.0143962
29,25,p2,selection,91.4666748046875,1787512185.018965
29,26,p2,selection,90.19734191894531,1787512185.0229805
29,27,p2,selection,87.46050262451172,1787512185.0270205
30,29,p1,turn,13.218683242797852,1787512185.0530207
30,28,p1,selection,79.5243148803711,1787512185.057034
30,29,p1,selection,78.2784194946289,1787512185.0609019
30,30,p1,selection,80.78658294677734,1787512185.0648723
30,29,p2,turn,13.794599533081055,1787512185.0763357
30,28,p2,selection,88.50149536132812,1787512185.080469
30,29,p2,selection,90.57864379882812,1787512185.084415
30,30,p2,selection,89.18460845947266,1787512185.0884364
31,30,p1,turn,8.927458763122559,1787512185.1074986
