episode,epsilon_turn_p1,epsilon_turn_p2,epsilon_sel_p1,epsilon_sel_p2,p1_winrate,p2_winrate,drawrate,p1_damage_avg,p2_damage_avg,avg_turns,p1_reward_avg,p2_reward_avg,timestamp
28000,0.2855972204633729,0.2855972204633729,0.2855972204633729,0.2855972204633729,49.16252990964608,50.83747009035392,0.0,59.758544337702226,58.485714795900144,5.612763829863219,-13.485946930466769,-12.48194707331881,1787486087.1283824
29000,0.2799419606091446,0.2799419606091446,0.2799419606091446,0.2799419606091446,49.539671045826005,50.460328954173995,0.0,59.85550498258681,58.27612840936519,5.582945415675321,-11.787076307713527,-14.04834316058067,1787486176.1471872
30000,0.2743986835114957,0.2743986835114957,0.2743986835114957,0.2743986835114957,49.76834105529815,50.23165894470184,0.0,59.95433485550482,58.04203193226893,5.556048131728942,-10.488183727209092,-15.022232592246926,1787486267.0237253
31000,0.26896517174132606,0.26896517174132606,0.26896517174132606,0.26896517174132606,49.982258636818166,50.017741363181834,0.0,60.026789458404565,57.87655236927841,5.531498983903745,-9.399083900519338,-16.01503177316861,1787486354.7998846
32000,0.2636392517780074,0.2636392517780074,0.2636392517780074,0.2636392517780074,50.273428955345146,49.726571044654854,0.0,60.11457454454548,57.69752507734133,5.502578044436111,-8.008155995125152,-17.279866254179556,1787486443.0419593
33000,0.25841879313993066,0.25841879313993066,0.25841879313993066,0.25841879313993066,50.41968425199237,49.580315748007635,0.0,60.158434592891126,57.608284597436445,5.473015969213054,-7.315748007636132,-17.751643889579103,1787486530.8021924
34000,0.2533017075322652,0.2533017075322652,0.2533017075322652,0.2533017075322652,50.45145731007912,49.54854268992088,0.0,60.24855151319079,57.59926178641805,5.464486338637099,-7.126378635922473,-17.618511220258227,1787486618.0753129
35000,0.2482859480116009,0.2482859480116009,0.2482859480116009,0.2482859480116009,50.55284134739008,49.44715865260992,0.0,60.34934716150967,57.55249850004286,5.453072769349447,-6.595554412731065,-17.80617696637239,1787486708.9442003
36000,0.24336950816712064,0.24336950816712064,0.24336950816712064,0.24336950816712064,50.58470598038943,49.41529401961057,0.0,60.467931446348715,57.49604177661732,5.445570956362324,-6.216660648315324,-17.80111663564901,1787486798.0338953
37000,0.23855042131799936,0.23855042131799936,0.23855042131799936,0.23855042131799936,50.75808761925353,49.24191238074647,0.0,60.607159265965784,57.36393610983487,5.43977189805681,-5.1995621739952975,-18.386692251560767,1787486885.7822244
38000,0.23382675972668573,0.23382675972668573,0.23382675972668573,0.23382675972668573,51.06970869187653,48.93029130812347,0.0,60.752901239441066,57.16861398384253,5.430936027999263,-3.6037999000026315,-19.54335412225994,1787486974.31888
39000,0.2291966338277675,0.2291966338277675,0.2291966338277675,0.2291966338277675,51.24996794953975,48.75003205046025,0.0,60.88072100715366,56.99910258711315,5.432142765570114,-2.4970128971052024,-20.108304915258582,1787487063.262889
40000,0.2246581914721058,0.2246581914721058,0.2246581914721058,0.2246581914721058,51.43371415714607,48.56628584285393,0.0,61.01131221719457,56.80380490487738,5.432539186520337,-1.3583410414739632,-20.759931001724958,1787487152.8459086
41000,0.22020961718593401,0.22020961718593401,0.22020961718593401,0.22020961718593401,51.61093631862638,48.38906368137362,0.0,61.139045389136854,56.604607204702326,5.440940464866711,-0.22399453671861663,-21.334625984732078,1787487242.8928597
42000,0.21584913144463022,0.21584913144463022,0.21584913144463022,0.21584913144463022,51.74400609509298,48.25599390490702,0.0,61.27555296302469,56.43265636532463,5.450941644246566,0.7134830123092307,-21.71629246922692,1787487332.5994833
43000,0.2115749899608717,0.2115749899608717,0.2115749899608717,0.2115749899608717,51.940652542964116,48.059347457035884,0.0,61.449454663845025,56.26769144903607,5.469919304202228,1.885863119462338,-22.326504034789888,1787487424.0738785
44000,0.20738548298687853,0.20738548298687853,0.20738548298687853,0.20738548298687853,52.19654098770482,47.80345901229517,0.0,61.64417854139678,56.12161087248017,5.486829844776255,3.243812640621804,-23.204381718597304,1787487513.6155915
45000,0.2032789346304819,0.2032789346304819,0.2032789346304819,0.2032789346304819,52.598831137085845,47.401168862914155,0.0,61.855569876224976,56.0198884469234,5.502611053087709,5.000666651852181,-24.508299815559653,1787487603.6965191
46000,0.19925370218472932,0.19925370218472932,0.19925370218472932,0.19925370218472932,53.0097171800613,46.99028281993869,0.0,62.06918327862438,55.91563226886372,5.517380056955283,6.813177974391861,-25.8459598704376,1787487693.436346
47000,0.19530817547076712,0.19530817547076712,0.19530817547076712,0.19530817547076712,53.40099146826663,46.59900853173337,0.0,62.27005808387056,55.81595072445267,5.530435522648454,8.563817791110827,-27.156592412927385,1787487783.707255
48000,0.19144077619373562,0.19144077619373562,0.19144077619373562,0.19144077619373562,53.87179433761796,46.12820566238203,0.0,62.470917272556825,55.67511093518885,5.546051123934918,10.659798754192622,-28.8521489135643,1787487874.253064
49000,0.18764995731141607,0.18764995731141607,0.18764995731141607,0.18764995731141607,54.15603763188507,45.84396236811494,0.0,62.657578416767,55.55277443317483,5.560968143507275,12.0740393053203,-29.853819309810003,1787487965.6618843
